#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AF104F
#Date Time: 2020-09-14 13:32:03.453
#Sample rate: 1654.94Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: -1.5 V Attenuation: 1 X
#Wavegen Channel 1: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 2 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
-2.20853375,1.997931015301136,-0.007566700784622515
-2.2079295,1.997931015301136,-0.007905455800870209
-2.20732525,1.997931015301136,-0.005872925703385193
-2.206721,1.997931015301136,-0.0041791506221458
-2.20611675,1.997931015301136,-0.003840395605898328
-2.2055125,1.997931015301136,-0.003162885573403248
-2.20490825,1.997931015301136,-0.0001140904271741405
-2.204304,1.997931015301136,0.000563419605321247
-2.20369975,1.997931015301136,0.002257194686558724
-2.2030955,1.997931015301136,0.001579684654065099
-2.20249125,1.99826345593188,0.003273459735302575
-2.201887,1.997931015301136,0.003273459735302575
-2.20128275,1.997931015301136,0.002934704719055652
-2.2006785,1.997931015301136,0.004628479800293128
-2.20007425,1.997931015301136,0.002934704719054881
-2.19947,1.997931015301136,0.00225719468655857
-2.19886575,1.997931015301136,0.0002246645890735532
-2.1982615,1.997931015301136,-0.001130355475917
-2.19765725,1.997931015301136,-0.00146911049216454
-2.197053,1.997931015301136,-0.002485375540907553
-2.19644875,1.997931015301136,-0.005534170687136575
-2.1958445,1.997931015301136,-0.005534170687136575
-2.19524025,1.997931015301136,-0.007566700784622515
-2.194636,1.997931015301136,-0.006550435735879434
-2.19403175,1.997931015301136,-0.008244210817116911
-2.1934275,1.997931015301136,-0.008244210817117681
